,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,income_class
215,Romania,2008,72.57,155.2,6.3,7.0,25.95,26.07,5.02,10.79,5.79,20537875,10435.22,Upper-middle income
214,Romania,2009,73.31,155.0,5.6,6.4,26.11,26.19,5.28,10.4,6.86,20367487,8548.05,Upper-middle income
213,Romania,2010,73.46,150.2,5.4,6.2,26.27,26.3,5.64,11.41,6.96,20246871,8397.81,Upper-middle income
212,Romania,2011,74.41,137.1,5.3,6.2,26.44,26.42,4.48,8.81,7.18,20147528,9560.16,Upper-middle income
211,Romania,2012,74.41,141.4,5.2,6.0,26.61,26.54,4.51,9.58,6.79,20058035,8930.73,Upper-middle income
210,Romania,2013,75.06,133.5,4.9,5.8,26.78,26.66,5.22,11.47,7.1,19983693,9497.21,Upper-middle income
209,Romania,2014,74.91,138.3,4.8,5.4,26.96,26.78,5.03,11.19,6.8,19908979,10031.34,Upper-middle income
223,Romania,2000,71.16,171.3,10.5,11.5,24.85,25.28,4.21,8.66,6.97,22442971,1659.93,Upper-middle income
208,Romania,2015,74.91,135.5,4.3,5.0,27.14,26.9,4.94,10.7,6.81,19815616,8976.95,Upper-middle income
224,Russian Federation,2015,71.18,214.2,3.7,4.8,25.94,26.71,5.3,8.82,5.57,144640716,9277.71,Upper-middle income
229,Russian Federation,2010,68.84,252.3,4.4,5.7,25.69,26.78,4.97,8.59,7.37,142849468,10674.99,Upper-middle income
230,Russian Federation,2009,68.68,256.7,4.4,5.9,25.64,26.78,5.64,9.08,8.3,142785348,8562.82,Upper-middle income
231,Russian Federation,2008,67.95,273.5,4.9,6.2,25.58,26.78,4.9,9.59,6.2,142742366,11635.28,Upper-middle income
232,Russian Federation,2007,67.59,277.8,5.4,6.2,25.52,26.78,4.75,9.22,6.0,142805114,9101.24,Upper-middle income
233,Russian Federation,2006,66.73,297.3,5.9,6.5,25.45,26.77,4.77,10.13,7.06,143049637,6920.2,Upper-middle income
234,Russian Federation,2005,65.53,326.2,6.5,7.1,25.39,26.76,4.77,9.9,7.12,143518814,5323.46,Upper-middle income
235,Russian Federation,2004,65.47,324.9,7.1,7.4,25.32,26.74,4.76,9.44,7.76,144067316,4102.36,Upper-middle income
236,Russian Federation,2003,65.03,329.9,7.8,8.0,25.25,26.71,5.16,9.2,8.21,144648618,2975.12,Upper-middle income
237,Russian Federation,2002,65.13,323.5,8.4,8.6,25.18,26.68,5.52,9.52,7.88,145306497,2377.53,Upper-middle income
238,Russian Federation,2001,65.38,316.0,9.0,9.2,25.12,26.65,5.24,9.67,8.98,145976482,2100.35,Upper-middle income
239,Russian Federation,2000,65.48,310.9,9.4,9.9,25.06,26.62,5.02,9.72,10.58,146596869,1771.59,Upper-middle income
226,Russian Federation,2013,70.58,221.8,4.1,5.2,25.84,26.74,5.08,9.15,5.46,143805638,15941.45,Upper-middle income
225,Russian Federation,2014,70.74,221.3,4.0,4.9,25.89,26.72,5.18,9.16,5.16,144237223,14055.47,Upper-middle income
227,Russian Federation,2012,70.07,228.8,4.2,5.2,25.79,26.75,4.94,9.24,5.44,143378447,15401.85,Upper-middle income
228,Russian Federation,2011,69.68,238.7,4.3,5.4,25.74,26.77,4.79,9.03,6.54,143018195,14305.33,Upper-middle income
563,Serbia,2012,74.84,121.8,4.6,2.7,26.52,25.57,9.33,12.84,24.0,7199077,6015.95,Upper-middle income
564,Serbia,2011,74.54,124.2,4.6,2.7,26.45,25.53,9.11,13.38,22.96,7234099,6809.16,Upper-middle income
565,Serbia,2010,74.34,129.2,4.8,2.8,26.39,25.49,9.53,13.56,19.2,7291436,5735.42,Upper-middle income
566,Serbia,2009,73.99,133.4,4.8,2.9,26.33,25.45,9.35,13.47,16.12,7320807,6169.11,Upper-middle income
567,Serbia,2008,73.89,136.3,4.9,3.0,26.26,25.41,9.48,13.73,13.67,7350222,7101.04,Upper-middle income
568,Serbia,2007,73.63,137.2,5.1,3.1,26.2,25.37,9.38,13.56,18.06,7381579,5848.48,Upper-middle income
560,Serbia,2015,75.29,117.1,4.1,2.3,26.72,25.7,8.81,11.92,17.66,7095383,5588.98,Upper-middle income
570,Serbia,2005,72.83,143.9,5.5,3.5,26.06,25.28,8.28,13.62,20.85,7440769,3720.48,Upper-middle income
571,Serbia,2004,72.68,146.1,6.0,3.7,25.99,25.24,7.84,13.71,18.5,7463157,3502.8,Upper-middle income
572,Serbia,2003,72.44,148.2,6.5,4.3,25.92,25.2,7.67,13.56,15.2,7480591,3005.43,Upper-middle income
573,Serbia,2002,72.29,148.5,7.1,4.6,25.85,25.17,7.59,13.57,13.8,7496522,2283.85,Upper-middle income
574,Serbia,2001,72.23,151.8,7.5,4.9,25.78,25.13,6.5,13.57,12.8,7503433,1727.28,Upper-middle income
575,Serbia,2000,71.58,159.2,7.8,5.1,25.72,25.1,6.18,13.57,12.6,7516346,914.79,Upper-middle income
561,Serbia,2014,75.34,116.8,4.2,2.3,26.65,25.66,9.25,12.02,19.22,7130576,6600.06,Upper-middle income
569,Serbia,2006,73.39,139.4,5.1,3.3,26.13,25.33,8.49,12.53,20.85,7411569,4382.62,Upper-middle income
562,Serbia,2013,75.19,117.6,4.4,2.5,26.58,25.62,9.31,13.17,22.15,7164132,6755.07,Upper-middle income
241,Slovakia,2014,76.81,109.5,2.9,3.0,27.36,25.62,6.88,12.63,11.54,5418649,18719.99,High income
240,Slovakia,2015,76.56,111.3,3.0,3.0,27.45,25.67,6.76,11.69,11.49,5423801,16390.88,High income
255,Slovakia,2000,73.05,147.0,5.0,5.0,26.25,25.07,5.3,8.79,18.55,5388720,5426.62,High income
254,Slovakia,2001,73.4,145.9,4.8,4.9,26.31,25.09,5.33,10.37,19.15,5378867,5722.17,High income
253,Slovakia,2002,73.6,145.2,4.7,4.6,26.38,25.12,5.51,10.66,18.54,5376912,6564.7,High income
252,Slovakia,2003,73.6,143.8,4.2,4.7,26.45,25.14,5.45,11.74,17.55,5373374,8731.94,High income
251,Slovakia,2004,73.96,137.7,4.1,4.5,26.52,25.18,6.37,13.23,18.21,5372280,10691.45,High income
250,Slovakia,2005,73.9,139.7,3.9,4.3,26.6,25.21,6.59,12.46,16.28,5372807,11690.11,High income
248,Slovakia,2007,74.21,138.1,3.4,4.1,26.76,25.29,7.18,13.56,11.16,5374622,16106.06,High income
247,Slovakia,2008,74.7,134.8,3.4,4.0,26.84,25.34,6.96,14.05,9.51,5379233,18753.58,High income
246,Slovakia,2009,74.91,129.7,3.5,3.5,26.92,25.38,7.95,12.82,12.02,5386406,16597.21,High income
245,Slovakia,2010,75.11,122.1,3.4,3.4,27.01,25.43,7.67,12.92,14.39,5391428,16908.85,High income
244,Slovakia,2011,75.96,120.7,3.4,3.5,27.09,25.48,7.3,12.73,13.63,5398384,18509.74,High income
243,Slovakia,2012,76.11,116.2,3.1,3.3,27.18,25.52,7.54,13.04,13.97,5407579,17498.35,High income
249,Slovakia,2006,74.2,136.6,3.7,4.2,26.68,25.25,6.85,12.29,13.4,5373054,13170.78,High income
242,Slovakia,2013,76.41,111.6,3.0,3.2,27.27,25.57,7.5,12.94,14.23,5413393,18276.01,High income
591,Slovenia,2000,75.41,121.5,3.3,2.3,25.43,25.63,7.8,11.72,6.92,1988925,10201.3,High income
589,Slovenia,2002,76.01,116.7,3.0,2.0,25.58,25.75,8.02,12.29,5.93,1994530,11777.16,High income
588,Slovenia,2003,76.86,118.9,2.9,2.0,25.66,25.81,8.1,12.36,6.48,1995733,14849.04,High income
587,Slovenia,2004,77.21,113.1,2.6,1.8,25.74,25.87,7.94,12.26,6.02,1997012,17233.14,High income
586,Slovenia,2005,77.61,102.9,2.4,1.5,25.82,25.94,8.0,12.45,6.52,2000474,18098.91,High income
584,Slovenia,2007,78.56,100.5,2.2,1.5,25.99,26.08,7.51,12.15,4.83,2018122,23817.89,High income
590,Slovenia,2001,75.76,124.0,3.2,2.2,25.5,25.69,7.88,11.41,5.68,1992060,10479.76,High income
582,Slovenia,2009,78.97,90.12,1.9,1.5,26.16,26.22,8.54,12.46,5.87,2039669,24792.13,High income
583,Slovenia,2008,78.77,95.04,2.0,1.5,26.07,26.15,7.85,12.58,4.38,2021316,27595.6,High income
576,Slovenia,2015,80.78,74.4,1.5,1.1,26.69,26.66,8.5,12.45,8.98,2063531,20890.17,High income
577,Slovenia,2014,81.08,70.14,1.6,1.3,26.59,26.59,8.5,11.79,9.69,2061980,24247.17,High income
585,Slovenia,2006,78.09,103.9,2.3,1.6,25.91,26.01,7.82,12.32,5.96,2006868,19672.97,High income
579,Slovenia,2012,80.12,81.77,1.7,1.3,26.41,26.44,8.72,12.51,8.85,2057159,22641.81,High income
580,Slovenia,2011,79.97,82.6,1.6,1.1,26.33,26.36,8.54,12.13,8.18,2052843,25128.02,High income
581,Slovenia,2010,79.42,87.36,1.8,1.5,26.24,26.29,8.57,12.35,7.25,2048583,23532.48,High income
578,Slovenia,2013,80.32,78.43,1.4,1.3,26.5,26.51,8.74,10.2,10.12,2059953,23503.28,High income
607,Spain,2000,78.97,86.13,2.7,2.5,26.67,25.81,6.8,12.57,13.78,40567864,14749.69,High income
606,Spain,2001,79.37,84.27,2.6,2.4,26.75,25.8,6.77,12.68,10.35,40850412,15369.0,High income
605,Spain,2002,79.57,82.9,2.6,2.4,26.83,25.79,6.8,12.67,11.15,41431558,17106.69,High income
604,Spain,2003,79.62,83.08,2.6,2.1,26.9,25.77,7.56,14.01,11.28,42187645,21510.84,High income
603,Spain,2004,79.87,79.86,2.5,2.2,26.97,25.74,7.66,14.07,11.09,42921895,24907.0,High income
602,Spain,2005,80.17,77.86,2.5,2.3,27.03,25.7,7.73,14.38,9.15,43653155,26429.15,High income
601,Spain,2006,80.82,75.17,2.4,2.1,27.08,25.66,7.83,14.69,8.45,44397319,28389.08,High income
599,Spain,2008,81.18,72.04,2.1,2.2,27.16,25.56,8.38,14.82,11.26,45954106,35510.72,High income
598,Spain,2009,81.48,68.63,2.0,2.0,27.18,25.5,9.11,14.79,17.86,46362946,32169.5,High income
596,Spain,2011,82.48,65.43,2.0,1.7,27.2,25.35,9.17,14.6,21.39,46742697,31677.9,High income
595,Spain,2012,82.43,62.14,2.1,1.5,27.19,25.27,9.15,13.34,24.79,46773055,28322.95,High income
594,Spain,2013,83.08,60.24,2.1,1.4,27.19,25.19,9.06,13.87,26.09,46620045,29077.18,High income
593,Spain,2014,83.23,58.84,1.9,1.4,27.18,25.1,9.08,14.08,24.44,46480882,29513.65,High income
592,Spain,2015,82.83,58.74,1.9,1.5,27.17,25.02,9.12,14.77,22.06,46444832,25754.36,High income
600,Spain,2007,80.87,74.04,2.2,2.0,27.13,25.61,7.92,14.59,8.23,45226803,32591.35,High income
597,Spain,2010,81.63,66.68,2.1,1.8,27.19,25.43,9.12,14.75,19.86,46576897,30532.48,High income
401,Sweden,2014,82.25,54.88,1.7,1.2,26.77,25.38,10.95,18.14,7.95,9696110,60020.36,High income
415,Sweden,2000,79.64,71.94,2.3,1.8,25.77,24.71,7.33,11.67,5.47,8872109,29624.91,High income
402,Sweden,2013,81.96,55.87,1.5,1.2,26.73,25.34,10.9,17.74,8.05,9600379,61126.94,High income
403,Sweden,2012,81.7,56.17,1.5,1.4,26.68,25.3,10.74,17.73,7.98,9519374,58037.82,High income
405,Sweden,2010,81.45,57.75,1.5,1.4,26.58,25.22,8.32,13.6,8.61,9378126,52869.04,High income
406,Sweden,2009,81.35,61.1,1.5,1.5,26.52,25.17,8.77,13.81,8.35,9298515,46946.96,High income
407,Sweden,2008,81.1,62.15,1.5,1.4,26.45,25.13,8.21,13.54,6.24,9219637,56152.55,High income
408,Sweden,2007,80.9,63.13,1.7,1.6,26.38,25.08,8.0,13.38,6.16,9148092,53700.01,High income
404,Sweden,2011,81.8,57.46,1.6,1.3,26.63,25.26,10.42,17.67,7.8,9449213,60755.76,High income
409,Sweden,2006,80.75,64.15,1.8,1.4,26.31,25.03,8.05,12.98,7.07,9080505,46593.6,High income
410,Sweden,2005,80.55,65.86,2.0,1.6,26.23,24.98,8.15,12.83,7.49,9029572,43437.06,High income
411,Sweden,2004,80.5,66.63,2.0,1.6,26.15,24.93,8.13,12.81,6.69,8993531,42821.67,High income
412,Sweden,2003,80.1,67.65,2.2,1.6,26.06,24.88,8.32,12.85,5.56,8958229,37321.8,High income
413,Sweden,2002,79.85,69.35,2.1,1.6,25.97,24.83,8.21,12.64,4.96,8924958,29899.2,High income
400,Sweden,2015,82.2,54.42,1.6,1.2,26.82,25.42,10.8,18.39,7.43,9799186,51545.48,High income
414,Sweden,2001,79.8,71.65,2.3,1.7,25.87,24.77,7.9,12.36,4.73,8895960,27247.86,High income
103,Switzerland,2008,81.99,59.2,3.1,1.5,26.42,23.97,9.53,9.78,3.35,7647675,74175.19,High income
96,Switzerland,2015,82.9,49.46,3.0,1.2,26.79,23.84,10.78,10.73,4.8,8282396,83806.45,High income
97,Switzerland,2014,83.2,50.05,3.0,1.2,26.74,23.86,10.43,10.65,4.83,8188649,88724.99,High income
98,Switzerland,2013,82.8,52.78,3.0,1.1,26.69,23.88,10.38,10.44,4.75,8089346,87304.33,High income
99,Switzerland,2012,82.7,53.51,3.0,1.3,26.65,23.9,10.14,11.0,4.49,7996861,85836.21,High income
100,Switzerland,2011,82.7,54.21,3.0,1.3,26.6,23.92,10.05,10.73,4.41,7912398,90476.76,High income
101,Switzerland,2010,82.25,56.75,3.1,1.3,26.54,23.93,9.93,10.39,4.81,7824909,76531.37,High income
102,Switzerland,2009,82.04,59.09,3.1,1.4,26.48,23.95,10.14,9.97,4.11,7743831,71568.31,High income
104,Switzerland,2007,81.74,61.97,3.2,1.5,26.35,23.98,9.42,9.56,3.64,7551117,64989.16,High income
106,Switzerland,2005,81.24,64.61,3.1,1.8,26.21,24.0,10.06,9.39,4.44,7437115,56242.89,High income
107,Switzerland,2004,81.09,67.11,3.2,1.8,26.14,24.01,10.23,9.31,4.32,7389625,54659.46,High income
108,Switzerland,2003,80.54,70.37,3.2,2.0,26.07,24.02,10.14,9.31,4.12,7339001,49335.75,High income
109,Switzerland,2002,80.39,71.54,3.3,2.0,26.0,24.03,9.88,8.84,2.92,7284753,42458.74,High income
110,Switzerland,2001,80.18,73.35,3.4,2.2,25.93,24.03,9.46,8.7,2.49,7229854,39638.79,High income
111,Switzerland,2000,79.68,76.41,3.5,2.3,25.87,24.03,9.13,7.84,2.66,7184250,38865.02,High income
105,Switzerland,2006,81.49,63.65,3.1,1.6,26.28,23.99,9.58,9.34,4.0,7483934,59011.03,High income
621,The former Yugoslav republic of Macedonia,2002,73.04,125.9,8.4,6.3,26.2,25.63,8.98,12.39,31.94,2020157,1989.14,Upper-middle income
620,The former Yugoslav republic of Macedonia,2003,73.24,123.1,8.5,6.0,26.28,25.67,9.01,13.76,36.69,2022725,2445.36,Upper-middle income
619,The former Yugoslav republic of Macedonia,2004,73.6,116.4,8.9,5.3,26.36,25.72,8.47,13.83,37.16,2016186,2818.58,Upper-middle income
618,The former Yugoslav republic of Macedonia,2005,73.7,115.5,8.9,5.1,26.45,25.76,7.68,13.47,37.32,2005330,3120.98,Upper-middle income
617,The former Yugoslav republic of Macedonia,2006,73.9,117.4,8.7,4.6,26.53,25.81,7.38,13.4,36.39,1994287,3440.44,Upper-middle income
616,The former Yugoslav republic of Macedonia,2007,73.8,116.2,8.3,4.1,26.62,25.87,6.57,12.85,35.23,1982933,4204.11,Upper-middle income
615,The former Yugoslav republic of Macedonia,2008,74.4,108.3,7.6,3.8,26.71,25.92,6.55,12.54,33.93,1971493,5026.42,Upper-middle income
612,The former Yugoslav republic of Macedonia,2011,75.1,101.7,6.9,3.4,26.98,26.09,6.52,12.74,31.5,1937398,5416.87,Upper-middle income
613,The former Yugoslav republic of Macedonia,2010,75.0,106.0,6.9,3.5,26.89,26.04,6.71,12.51,33.14,1946298,4833.37,Upper-middle income
611,The former Yugoslav republic of Macedonia,2012,74.9,101.9,7.0,3.3,27.07,26.15,6.61,12.43,31.1,1929821,5049.83,Upper-middle income
610,The former Yugoslav republic of Macedonia,2013,75.4,98.06,7.5,3.3,27.17,26.21,6.72,13.93,29.02,1922716,5626.26,Upper-middle income
622,The former Yugoslav republic of Macedonia,2001,73.44,125.6,8.7,6.7,26.12,25.59,8.38,12.2,30.52,2034882,1823.02,Upper-middle income
609,The former Yugoslav republic of Macedonia,2014,75.45,97.57,8.2,3.1,27.27,26.28,6.29,12.67,28.22,1917557,5925.39,Upper-middle income
608,The former Yugoslav republic of Macedonia,2015,75.4,96.12,9.1,3.0,27.37,26.34,6.34,12.78,26.4,1912430,5262.69,Upper-middle income
614,The former Yugoslav republic of Macedonia,2009,74.45,108.7,7.2,3.7,26.8,25.98,6.53,12.19,32.35,1958782,4799.79,Upper-middle income
623,The former Yugoslav republic of Macedonia,2000,72.95,121.9,9.2,7.1,26.04,25.55,8.87,14.71,32.2,2026350,1861.9,Upper-middle income
256,Ukraine,2015,71.19,186.2,5.5,3.9,27.01,26.38,7.78,8.57,9.14,45167350,2124.66,Lower-middle income
270,Ukraine,2001,67.84,255.8,10.4,7.5,25.84,25.92,5.73,7.63,11.06,48662400,807.8,Lower-middle income
257,Ukraine,2014,71.19,208.1,5.8,4.1,26.93,26.36,7.2,7.72,9.27,45272155,3104.65,Lower-middle income
258,Ukraine,2013,71.16,194.3,6.1,4.2,26.86,26.34,6.94,6.94,7.17,45489648,4187.74,Lower-middle income
259,Ukraine,2012,70.94,203.6,6.3,4.3,26.78,26.32,7.12,7.64,7.53,45593342,4004.79,Lower-middle income
260,Ukraine,2011,70.81,203.6,6.6,4.6,26.71,26.29,6.82,7.49,7.85,45706086,3704.84,Lower-middle income
261,Ukraine,2010,70.27,213.7,6.9,4.8,26.63,26.27,6.81,7.5,8.1,45870741,3078.41,Lower-middle income
262,Ukraine,2009,69.19,231.6,7.2,4.8,26.55,26.24,6.61,7.92,8.84,46053331,2639.38,Lower-middle income
263,Ukraine,2008,68.25,271.3,7.6,5.0,26.47,26.21,5.5,6.78,6.36,46258189,4066.53,Lower-middle income
264,Ukraine,2007,68.22,274.5,7.9,5.1,26.39,26.18,6.02,8.16,6.35,46509355,3197.93,Lower-middle income
265,Ukraine,2006,68.08,265.4,8.3,5.4,26.3,26.14,6.42,8.7,6.81,46787786,2391.32,Lower-middle income
266,Ukraine,2005,67.96,279.8,8.5,5.4,26.21,26.1,6.35,8.43,7.18,47105171,1894.46,Lower-middle income
267,Ukraine,2004,68.19,271.8,8.9,5.9,26.12,26.06,6.17,8.18,8.59,47451626,1416.6,Lower-middle income
268,Ukraine,2003,68.21,263.1,9.5,6.2,26.02,26.01,6.55,9.39,9.06,47812949,1087.79,Lower-middle income
269,Ukraine,2002,68.28,262.9,10.0,6.7,25.93,25.97,5.99,8.11,10.14,48202470,911.91,Lower-middle income
271,Ukraine,2000,67.68,257.5,11.2,7.9,25.76,25.87,5.31,7.08,11.71,49176500,658.34,Lower-middle income
416,United Kingdom of Great Britain and Northern Ireland,2015,80.96,69.04,2.5,1.7,27.45,27.12,9.8,18.73,5.3,65116219,44964.39,High income
431,United Kingdom of Great Britain and Northern Ireland,2000,77.74,86.46,3.6,2.8,26.56,26.25,7.13,15.6,5.56,58892514,28280.93,High income
430,United Kingdom of Great Britain and Northern Ireland,2001,77.99,87.21,3.8,2.7,26.66,26.35,7.34,15.87,4.7,59119673,27906.57,High income
429,United Kingdom of Great Britain and Northern Ireland,2002,78.14,85.6,3.6,2.7,26.77,26.44,7.65,16.29,5.04,59370479,30077.74,High income
428,United Kingdom of Great Britain and Northern Ireland,2003,78.45,84.69,3.6,2.7,26.86,26.53,8.06,16.36,4.81,59647577,34442.69,High income
427,United Kingdom of Great Britain and Northern Ireland,2004,78.75,81.78,3.4,2.6,26.95,26.61,8.31,16.72,4.59,59987905,40366.89,High income
426,United Kingdom of Great Britain and Northern Ireland,2005,79.05,80.69,3.4,2.5,27.03,26.68,8.36,16.57,4.75,60401206,42104.79,High income
424,United Kingdom of Great Britain and Northern Ireland,2007,79.45,79.1,3.3,2.3,27.17,26.8,8.62,17.2,5.26,61322463,50397.69,High income
423,United Kingdom of Great Britain and Northern Ireland,2008,79.6,78.82,3.3,2.3,27.23,26.86,9.03,16.62,5.62,61806995,47396.12,High income
422,United Kingdom of Great Britain and Northern Ireland,2009,80.05,76.53,3.1,2.2,27.28,26.91,10.05,17.29,7.54,62276270,38744.13,High income
421,United Kingdom of Great Britain and Northern Ireland,2010,80.4,74.63,3.2,2.0,27.32,26.95,9.93,17.07,7.79,62766365,39598.96,High income
420,United Kingdom of Great Britain and Northern Ireland,2011,80.95,71.67,3.0,1.9,27.36,26.99,9.92,17.63,8.04,63258810,42109.64,High income
419,United Kingdom of Great Britain and Northern Ireland,2012,80.9,68.85,2.8,1.9,27.38,27.02,9.95,17.68,7.88,63700215,42497.34,High income
418,United Kingdom of Great Britain and Northern Ireland,2013,81.0,69.21,2.7,1.7,27.41,27.06,9.87,18.2,7.52,64128273,43426.3,High income
417,United Kingdom of Great Britain and Northern Ireland,2014,81.3,68.45,2.6,1.6,27.43,27.09,9.86,18.49,6.11,64602298,47439.62,High income
425,United Kingdom of Great Britain and Northern Ireland,2006,79.25,80.26,3.3,2.3,27.11,26.74,8.63,17.27,5.35,60846820,44512.46,High income
