,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,population,gdp_per_capita,gni,region,sub_region,income_class
0,Albania,2015,78.64,71.25,5.8,3.4,27.06,26.43,6.46,8.8,2880703,3952.8,4390.0,European region,Southern Europe,Upper-middle income
1,Albania,2014,78.41,75.88,5.8,4.1,26.95,26.35,6.43,8.17,2889104,4578.63,4540.0,European region,Southern Europe,Upper-middle income
2,Albania,2013,78.12,77.48,5.7,4.5,26.84,26.27,6.28,8.83,2895092,4413.06,4540.0,European region,Southern Europe,Upper-middle income
3,Albania,2012,78.06,80.11,5.8,4.7,26.73,26.18,6.16,8.7,2900401,4247.63,4360.0,European region,Southern Europe,Upper-middle income
4,Albania,2011,78.09,103.3,6.2,5.3,26.62,26.1,6.18,8.29,2905195,4437.14,4410.0,European region,Southern Europe,Upper-middle income
5,Albania,2010,77.94,104.7,6.4,5.6,26.51,26.01,6.24,8.09,2913021,4094.35,4360.0,European region,Southern Europe,Upper-middle income
6,Albania,2009,77.78,108.0,6.9,6.3,26.4,25.92,5.83,7.22,2927519,4114.13,4280.0,European region,Southern Europe,Upper-middle income
7,Albania,2008,77.65,110.6,7.2,6.7,26.3,25.83,5.51,7.25,2947314,4370.54,4040.0,European region,Southern Europe,Upper-middle income
8,Albania,2007,77.55,112.1,7.7,7.5,26.19,25.74,5.93,9.38,2970017,3595.04,3460.0,European region,Southern Europe,Upper-middle income
9,Albania,2006,76.82,113.2,8.2,8.2,26.08,25.65,5.63,9.03,2992547,2972.74,3050.0,European region,Southern Europe,Upper-middle income
10,Albania,2005,76.62,113.1,8.6,9.2,25.98,25.56,5.73,9.3,3011487,2673.79,2620.0,European region,Southern Europe,Upper-middle income
11,Albania,2004,76.38,84.62,9.2,10.1,25.88,25.47,5.89,9.35,3026939,2373.58,2100.0,European region,Southern Europe,Upper-middle income
12,Albania,2003,76.14,88.0,9.7,11.1,25.78,25.39,5.91,9.0,3039616,1846.12,1650.0,European region,Southern Europe,Upper-middle income
13,Albania,2002,75.89,84.25,10.1,12.0,25.68,25.3,5.66,8.21,3051010,1425.12,1370.0,European region,Southern Europe,Upper-middle income
14,Albania,2001,75.64,83.73,10.6,13.2,25.58,25.22,5.93,8.42,3060173,1281.66,1280.0,European region,Southern Europe,Upper-middle income
15,Albania,2000,75.4,90.7,10.9,14.4,25.49,25.15,5.94,8.17,3089027,1126.68,1100.0,European region,Southern Europe,Upper-middle income
16,Algeria,2015,75.62,84.95,15.4,9.5,24.78,26.49,6.96,10.6,39543154,4741.5,5390.0,African region,Northern Africa,Upper-middle income
17,Algeria,2014,75.11,86.18,15.5,9.6,24.69,26.42,6.55,11.42,38760168,6164.64,6030.0,African region,Northern Africa,Upper-middle income
18,Algeria,2013,74.61,87.57,15.8,9.4,24.6,26.34,6.04,11.7,38000626,6044.67,5970.0,African region,Northern Africa,Upper-middle income
19,Algeria,2012,74.2,89.11,16.1,9.3,24.51,26.27,6.0,10.06,37260563,6096.09,5630.0,African region,Northern Africa,Upper-middle income
20,Algeria,2011,74.12,90.61,16.4,9.3,24.42,26.19,5.27,9.03,36543541,5974.57,5050.0,African region,Northern Africa,Upper-middle income
21,Algeria,2010,73.81,92.17,16.9,9.4,24.33,26.12,5.12,9.19,35856344,4958.26,4870.0,African region,Northern Africa,Upper-middle income
22,Algeria,2009,73.62,94.66,17.4,9.6,24.24,26.04,5.36,8.64,35196037,4270.86,4570.0,African region,Northern Africa,Upper-middle income
23,Algeria,2008,72.94,96.34,17.9,10.1,24.15,25.96,4.2,7.69,34569592,5217.99,4430.0,African region,Northern Africa,Upper-middle income
24,Algeria,2007,72.6,98.52,18.3,10.6,24.07,25.89,3.82,7.63,33983827,4192.66,3780.0,African region,Northern Africa,Upper-middle income
25,Algeria,2006,72.33,100.2,18.8,11.6,23.99,25.81,3.36,7.85,33435080,3681.29,3310.0,African region,Northern Africa,Upper-middle income
26,Algeria,2005,72.06,102.2,19.5,12.4,23.92,25.74,3.24,7.76,32956690,3248.1,2910.0,African region,Northern Africa,Upper-middle income
27,Algeria,2004,71.76,105.0,20.2,13.4,23.84,25.66,3.54,8.67,32510186,2827.23,2440.0,African region,Northern Africa,Upper-middle income
28,Algeria,2003,71.29,109.6,20.7,18.3,23.77,25.58,3.6,9.44,32055883,2292.32,2090.0,African region,Northern Africa,Upper-middle income
29,Algeria,2002,71.23,111.1,21.1,17.9,23.69,25.49,3.73,7.97,31624696,1945.19,1840.0,African region,Northern Africa,Upper-middle income
30,Algeria,2001,70.82,113.2,21.2,18.8,23.62,25.4,3.84,9.27,31200985,1904.22,1720.0,African region,Northern Africa,Upper-middle income
31,Algeria,2000,70.48,115.8,21.5,19.6,23.54,25.3,3.49,8.78,30774621,1780.38,1600.0,African region,Northern Africa,Upper-middle income
32,Argentina,2015,76.76,112.0,6.6,4.7,27.92,27.68,10.23,16.5,43131966,13789.06,12500.0,American region,South America,Upper-middle income
33,Argentina,2014,76.76,112.9,7.0,4.9,27.81,27.57,9.67,16.29,42669500,12334.8,12240.0,American region,South America,Upper-middle income
34,Argentina,2013,76.49,116.3,7.3,5.3,27.71,27.46,9.78,16.54,42202935,13080.25,12760.0,American region,South America,Upper-middle income
35,Argentina,2012,76.47,117.4,7.5,5.7,27.61,27.34,9.83,16.66,41733271,13082.66,11770.0,American region,South America,Upper-middle income
36,Argentina,2011,76.12,117.3,7.6,6.5,27.51,27.23,9.42,16.28,41261490,12848.74,10590.0,American region,South America,Upper-middle income
37,Argentina,2010,75.72,117.9,7.7,6.7,27.41,27.12,9.45,16.69,40788453,10385.96,9160.0,American region,South America,Upper-middle income
38,Argentina,2009,75.94,121.9,7.9,7.1,27.31,27.01,9.46,16.42,40684338,8184.39,7720.0,American region,South America,Upper-middle income
39,Argentina,2008,75.64,121.9,7.8,7.4,27.22,26.91,8.18,14.66,40273769,8977.51,7600.0,American region,South America,Upper-middle income
40,Argentina,2007,75.01,124.3,8.1,7.6,27.12,26.8,7.83,14.4,39876111,7210.6,6460.0,American region,South America,Upper-middle income
41,Argentina,2006,75.43,121.9,8.3,7.8,27.03,26.7,7.64,15.1,39476851,5890.98,5440.0,American region,South America,Upper-middle income
42,Argentina,2005,75.14,122.4,8.8,7.6,26.94,26.6,7.61,16.02,39070501,5086.63,4230.0,American region,South America,Upper-middle income
43,Argentina,2004,74.86,124.7,9.5,7.5,26.86,26.5,7.23,16.26,38668796,4258.16,3340.0,American region,South America,Upper-middle income
44,Argentina,2003,74.08,130.9,9.9,7.3,26.77,26.41,6.89,17.13,38278164,3333.15,3620.0,American region,South America,Upper-middle income
45,Argentina,2002,74.41,133.1,10.2,7.9,26.69,26.31,7.39,18.46,37885028,2579.49,4010.0,American region,South America,Upper-middle income
46,Argentina,2001,74.19,133.1,10.4,8.6,26.61,26.22,8.37,17.37,37480493,7168.98,6930.0,American region,South America,Upper-middle income
47,Argentina,2000,73.93,133.6,10.5,9.0,26.53,26.12,8.22,17.82,37070774,7666.52,7400.0,American region,South America,Upper-middle income
48,Azerbaijan,2015,71.45,112.5,13.5,12.7,26.15,28.04,4.34,3.37,9649341,5500.5,6610.0,Asian region,Western Asia (Middle East),Upper-middle income
49,Azerbaijan,2014,71.12,118.1,14.7,13.3,26.05,27.92,3.59,3.11,9535079,7890.84,7740.0,Asian region,Western Asia (Middle East),Upper-middle income
50,Azerbaijan,2013,70.88,123.0,15.8,13.9,25.96,27.81,3.23,2.82,9416801,7875.35,7450.0,Asian region,Western Asia (Middle East),Upper-middle income
51,Azerbaijan,2012,70.36,131.9,17.2,14.3,25.86,27.69,3.16,3.05,9295784,7495.87,6480.0,Asian region,Western Asia (Middle East),Upper-middle income
52,Azerbaijan,2011,69.98,142.6,18.8,15.0,25.77,27.58,2.6,2.82,9173082,7189.82,5570.0,Asian region,Western Asia (Middle East),Upper-middle income
53,Azerbaijan,2010,69.53,146.7,20.4,15.8,25.67,27.47,2.65,3.17,9054332,5843.53,5410.0,Asian region,Western Asia (Middle East),Upper-middle income
54,Azerbaijan,2009,69.36,149.3,21.5,17.0,25.58,27.36,2.77,3.28,8947243,4950.4,4820.0,Asian region,Western Asia (Middle East),Upper-middle income
55,Azerbaijan,2008,68.81,158.5,22.8,18.5,25.49,27.25,2.05,2.75,8763400,5574.47,3890.0,Asian region,Western Asia (Middle East),Upper-middle income
56,Azerbaijan,2007,68.6,154.8,24.0,20.1,25.4,27.14,1.99,3.49,8581300,3851.33,2730.0,Asian region,Western Asia (Middle East),Upper-middle income
57,Azerbaijan,2006,68.17,169.3,25.4,22.5,25.32,27.03,2.07,3.43,8484550,2472.96,1920.0,Asian region,Western Asia (Middle East),Upper-middle income
58,Azerbaijan,2005,67.56,177.3,26.8,24.6,25.24,26.93,2.23,3.96,8391850,1578.37,1290.0,Asian region,Western Asia (Middle East),Upper-middle income
59,Azerbaijan,2004,67.35,170.3,28.3,27.2,25.17,26.83,2.66,3.56,8306500,1045.01,960.0,Asian region,Western Asia (Middle East),Upper-middle income
60,Azerbaijan,2003,66.76,174.6,29.7,30.1,25.1,26.73,2.73,3.57,8234100,883.69,840.0,Asian region,Western Asia (Middle East),Upper-middle income
61,Azerbaijan,2002,66.24,169.8,31.2,33.7,25.03,26.63,2.73,3.19,8171950,763.11,740.0,Asian region,Western Asia (Middle East),Upper-middle income
62,Azerbaijan,2001,65.51,177.1,32.6,38.0,24.97,26.54,2.77,4.8,8111200,703.67,680.0,Asian region,Western Asia (Middle East),Upper-middle income
63,Azerbaijan,2000,64.89,190.1,34.2,42.5,24.92,26.44,2.95,4.75,8048600,655.1,630.0,Asian region,Western Asia (Middle East),Upper-middle income
64,Belarus,2015,73.62,162.9,1.6,2.2,26.56,26.89,6.07,8.83,9461076,5967.07,6740.0,European region,Eastern Europe,Upper-middle income
65,Belarus,2014,72.97,175.0,1.8,2.5,26.5,26.86,5.39,8.68,9448515,8341.29,7620.0,European region,Eastern Europe,Upper-middle income
66,Belarus,2013,72.47,183.8,1.9,2.6,26.43,26.83,5.7,8.74,9443211,7998.08,7030.0,European region,Eastern Europe,Upper-middle income
67,Belarus,2012,71.97,191.9,1.9,2.9,26.36,26.8,5.25,8.85,9446836,6953.22,6630.0,European region,Eastern Europe,Upper-middle income
68,Belarus,2011,70.55,226.4,1.9,3.1,26.29,26.77,4.87,7.66,9461643,6527.66,6350.0,European region,Eastern Europe,Upper-middle income
69,Belarus,2010,70.4,224.1,1.9,3.6,26.22,26.74,5.66,8.69,9483836,6034.68,6150.0,European region,Eastern Europe,Upper-middle income
70,Belarus,2009,70.41,219.7,2.0,4.0,26.15,26.7,5.39,6.73,9504583,5352.49,5660.0,European region,Eastern Europe,Upper-middle income
71,Belarus,2008,70.46,221.5,2.2,4.1,26.07,26.66,5.29,5.8,9527985,6376.18,5470.0,European region,Eastern Europe,Upper-middle income
72,Belarus,2007,70.21,223.2,2.5,4.5,25.99,26.62,5.69,8.12,9560953,4735.48,4310.0,European region,Eastern Europe,Upper-middle income
73,Belarus,2006,69.4,238.9,2.8,4.7,25.91,26.57,5.57,8.44,9604924,3848.22,3510.0,European region,Eastern Europe,Upper-middle income
74,Belarus,2005,68.85,249.5,3.5,4.8,25.82,26.52,6.07,10.05,9663915,3126.07,2820.0,European region,Eastern Europe,Upper-middle income
75,Belarus,2004,68.96,246.1,4.0,5.1,25.73,26.46,5.74,10.0,9730146,2378.34,2170.0,European region,Eastern Europe,Upper-middle income
76,Belarus,2003,68.55,252.9,4.5,5.3,25.64,26.4,5.77,10.07,9796749,1819.53,1630.0,European region,Eastern Europe,Upper-middle income
77,Belarus,2002,68.06,262.6,4.9,5.9,25.55,26.34,5.62,9.32,9865548,1479.38,1380.0,European region,Eastern Europe,Upper-middle income
78,Belarus,2001,68.51,252.0,5.5,6.4,25.46,26.28,5.71,10.04,9928549,1244.37,1300.0,European region,Eastern Europe,Upper-middle income
79,Belarus,2000,68.91,241.9,6.0,6.9,25.37,26.22,5.28,12.13,9979610,1276.28,1380.0,European region,Eastern Europe,Upper-middle income
80,Belize,2015,73.19,165.8,9.5,5.9,27.54,30.63,4.65,11.35,359871,6098.6,5790.0,American region,Central America,Upper-middle income
81,Belize,2014,73.31,166.1,9.9,6.2,27.45,30.51,4.88,12.23,352335,6031.55,5670.0,American region,Central America,Upper-middle income
82,Belize,2013,73.67,166.8,10.1,6.6,27.36,30.39,4.44,12.27,344688,5865.47,5580.0,American region,Central America,Upper-middle income
83,Belize,2012,73.24,169.1,10.4,7.4,27.26,30.26,4.36,12.94,337059,5635.52,5310.0,American region,Central America,Upper-middle income
84,Belize,2011,72.65,171.2,9.9,8.2,27.17,30.15,4.55,12.7,329538,5519.34,5150.0,American region,Central America,Upper-middle income
85,Belize,2010,72.27,172.1,9.6,9.2,27.08,30.03,4.5,12.76,322106,5399.06,5050.0,American region,Central America,Upper-middle income
86,Belize,2009,71.82,169.3,9.1,10.3,26.99,29.91,4.53,12.48,314171,5352.1,5280.0,American region,Central America,Upper-middle income
87,Belize,2008,71.15,165.8,8.7,11.2,26.9,29.79,4.54,13.38,305671,5665.97,5170.0,American region,Central America,Upper-middle income
88,Belize,2007,70.66,165.6,8.2,11.9,26.81,29.68,4.08,10.77,297173,5717.93,5210.0,American region,Central America,Upper-middle income
89,Belize,2006,70.09,167.6,8.5,11.8,26.72,29.56,3.57,9.33,288729,5486.83,5160.0,American region,Central America,Upper-middle income
90,Belize,2005,69.38,169.8,9.1,11.9,26.62,29.45,3.47,8.33,280375,5236.37,5050.0,American region,Central America,Upper-middle income
91,Belize,2004,69.23,175.7,9.8,11.4,26.53,29.33,3.45,7.88,272128,5123.6,5000.0,American region,Central America,Upper-middle income
92,Belize,2003,68.91,181.5,10.3,11.3,26.43,29.21,3.56,7.14,263998,4937.09,4830.0,American region,Central America,Upper-middle income
93,Belize,2002,68.75,187.5,11.0,11.1,26.33,29.09,3.59,7.51,255987,4844.23,4550.0,American region,Central America,Upper-middle income
94,Belize,2001,68.36,192.5,11.5,11.2,26.23,28.96,3.49,6.83,248100,4708.29,4470.0,American region,Central America,Upper-middle income
95,Belize,2000,68.56,193.9,11.9,11.7,26.13,28.83,2.98,5.85,240406,4720.17,4480.0,American region,Central America,Upper-middle income
96,Bosnia and Herzegovina,2015,76.18,95.82,4.3,1.6,26.44,25.29,9.24,14.98,3524324,4654.61,5140.0,European region,Southern Europe,Upper-middle income
97,Bosnia and Herzegovina,2014,75.66,94.97,4.4,1.7,26.35,25.24,9.49,14.43,3571068,5196.97,5180.0,European region,Southern Europe,Upper-middle income
98,Bosnia and Herzegovina,2013,76.33,95.57,4.5,1.8,26.26,25.19,9.45,14.79,3617559,5025.24,5170.0,European region,Southern Europe,Upper-middle income
99,Bosnia and Herzegovina,2012,77.19,94.77,4.7,1.8,26.17,25.14,9.49,13.88,3674374,4688.35,4900.0,European region,Southern Europe,Upper-middle income
100,Bosnia and Herzegovina,2011,77.01,96.83,4.7,2.0,26.09,25.09,9.18,13.38,3743142,4980.9,4900.0,European region,Southern Europe,Upper-middle income
101,Bosnia and Herzegovina,2010,77.07,97.79,5.0,2.2,26.01,25.04,9.02,12.6,3811088,4506.93,4820.0,European region,Southern Europe,Upper-middle income
102,Bosnia and Herzegovina,2009,76.98,100.2,5.1,2.4,25.93,24.99,9.02,12.52,3877750,4542.31,4790.0,European region,Southern Europe,Upper-middle income
103,Bosnia and Herzegovina,2008,76.84,102.0,5.1,2.8,25.85,24.95,9.69,10.92,3943392,4846.79,4500.0,European region,Southern Europe,Upper-middle income
104,Bosnia and Herzegovina,2007,76.16,109.1,5.2,3.2,25.78,24.9,9.53,11.33,4007876,3936.93,3680.0,European region,Southern Europe,Upper-middle income
105,Bosnia and Herzegovina,2006,76.25,103.3,5.4,3.3,25.7,24.85,9.17,10.96,4058086,3170.17,3160.0,European region,Southern Europe,Upper-middle income
106,Bosnia and Herzegovina,2005,75.42,104.9,5.5,3.6,25.62,24.81,9.05,10.81,4094297,2741.08,2810.0,European region,Southern Europe,Upper-middle income
107,Bosnia and Herzegovina,2004,76.13,102.4,5.7,3.7,25.54,24.76,9.06,11.32,4142860,2451.58,2450.0,European region,Southern Europe,Upper-middle income
108,Bosnia and Herzegovina,2003,75.78,105.0,5.8,3.7,25.46,24.72,8.31,11.59,4183757,2031.4,1830.0,European region,Southern Europe,Upper-middle income
109,Bosnia and Herzegovina,2002,74.61,107.7,6.0,3.7,25.38,24.67,7.43,9.32,4198410,1602.56,1570.0,European region,Southern Europe,Upper-middle income
110,Bosnia and Herzegovina,2001,75.06,109.9,6.2,3.9,25.31,24.63,7.61,8.6,4194932,1382.77,1420.0,European region,Southern Europe,Upper-middle income
111,Bosnia and Herzegovina,2000,74.5,112.5,6.5,3.9,25.24,24.6,8.0,7.25,4179350,1332.21,1330.0,European region,Southern Europe,Upper-middle income
112,Botswana,2015,63.82,340.8,27.0,13.2,22.59,26.27,6.1,10.42,2305171,5869.74,6140.0,African region,Southern Africa,Upper-middle income
113,Botswana,2014,62.61,352.2,27.7,13.8,22.55,26.23,5.88,10.96,2260376,6844.03,6990.0,African region,Southern Africa,Upper-middle income
114,Botswana,2013,62.0,369.1,28.5,14.1,22.5,26.2,6.5,11.93,2217278,6436.6,6950.0,African region,Southern Africa,Upper-middle income
115,Botswana,2012,60.8,384.6,29.3,16.3,22.46,26.17,6.35,10.68,2175425,6392.99,6910.0,African region,Southern Africa,Upper-middle income
116,Botswana,2011,60.53,409.4,29.8,18.7,22.42,26.14,5.87,9.63,2134037,7080.78,6500.0,African region,Southern Africa,Upper-middle income
117,Botswana,2010,60.01,429.5,30.3,19.7,22.38,26.11,6.27,8.06,2091664,6041.73,5370.0,African region,Southern Africa,Upper-middle income
118,Botswana,2009,58.28,446.5,30.7,23.9,22.33,26.07,6.62,6.25,2048997,4938.25,4890.0,African region,Southern Africa,Upper-middle income
119,Botswana,2008,57.12,461.3,31.0,26.9,22.28,26.03,5.9,7.64,2007320,5345.85,5470.0,African region,Southern Africa,Upper-middle income
120,Botswana,2007,55.73,472.4,31.3,29.0,22.23,25.99,5.52,8.18,1966977,5372.34,5620.0,African region,Southern Africa,Upper-middle income
121,Botswana,2006,53.92,492.3,31.0,33.3,22.17,25.94,4.88,8.18,1928704,5142.91,5400.0,African region,Southern Africa,Upper-middle income
122,Botswana,2005,52.61,531.1,30.4,40.5,22.11,25.9,5.27,8.18,1892807,5240.32,4830.0,African region,Southern Africa,Upper-middle income
123,Botswana,2004,51.62,587.9,29.5,47.7,22.04,25.84,6.09,8.18,1859085,4818.21,3830.0,African region,Southern Africa,Upper-middle income
124,Botswana,2003,50.95,644.5,28.6,52.5,21.98,25.79,6.41,8.18,1826863,4111.74,3300.0,African region,Southern Africa,Upper-middle income
125,Botswana,2002,50.63,675.8,27.7,56.0,21.91,25.72,6.67,8.18,1795130,3029.79,2860.0,African region,Southern Africa,Upper-middle income
126,Botswana,2001,50.68,678.5,27.0,59.6,21.84,25.66,6.37,8.18,1761930,3115.68,3190.0,African region,Southern Africa,Upper-middle income
127,Botswana,2000,51.01,663.7,26.4,72.4,21.77,25.59,6.11,8.18,1726985,3351.7,3110.0,African region,Southern Africa,Upper-middle income
128,Brazil,2015,74.33,136.0,9.4,6.3,26.34,26.91,8.91,8.94,205188205,8783.22,10330.0,American region,South America,Upper-middle income
129,Brazil,2014,74.31,138.0,9.7,6.4,26.21,26.78,8.4,9.32,203459650,12071.4,12280.0,American region,South America,Upper-middle income
130,Brazil,2013,73.92,140.4,10.0,6.8,26.08,26.65,7.98,9.2,201721767,12258.57,12950.0,American region,South America,Upper-middle income
131,Brazil,2012,73.55,141.7,10.3,7.0,25.95,26.52,7.74,8.7,199977707,12327.51,12460.0,American region,South America,Upper-middle income
132,Brazil,2011,73.34,143.7,10.7,7.3,25.82,26.39,7.79,8.97,198185302,13200.56,11210.0,American region,South America,Upper-middle income
133,Brazil,2010,73.18,144.4,11.3,7.4,25.69,26.27,7.95,9.05,196353492,11249.29,9750.0,American region,South America,Upper-middle income
134,Brazil,2009,72.95,145.3,11.8,7.9,25.57,26.15,8.39,10.01,194517549,8569.9,8400.0,American region,South America,Upper-middle income
135,Brazil,2008,72.72,145.2,12.3,8.6,25.45,26.03,8.01,9.27,192672317,8801.76,7680.0,American region,South America,Upper-middle income
136,Brazil,2007,72.36,145.2,12.9,9.1,25.33,25.92,8.2,9.28,190779453,7323.19,6240.0,American region,South America,Upper-middle income
137,Brazil,2006,72.04,147.0,13.6,10.0,25.22,25.81,8.25,9.06,188820682,5866.02,4890.0,American region,South America,Upper-middle income
138,Brazil,2005,71.75,148.6,14.1,11.0,25.11,25.71,8.04,8.44,186797334,4773.27,4030.0,American region,South America,Upper-middle income
139,Brazil,2004,71.13,154.5,15.0,12.0,25.0,25.61,8.12,9.15,184722043,3623.22,3370.0,American region,South America,Upper-middle income
140,Brazil,2003,70.72,155.6,15.7,13.0,24.9,25.52,8.19,8.61,182629278,3056.65,3010.0,American region,South America,Upper-middle income
141,Brazil,2002,70.41,158.2,16.6,14.1,24.81,25.43,8.7,9.54,180476685,2824.72,3120.0,American region,South America,Upper-middle income
142,Brazil,2001,70.19,159.9,17.3,15.2,24.71,25.33,8.55,9.79,178211881,3142.24,3370.0,American region,South America,Upper-middle income
143,Brazil,2000,69.74,161.8,18.3,16.5,24.62,25.24,8.33,9.68,175873720,3726.81,3950.0,American region,South America,Upper-middle income
144,Bulgaria,2015,74.61,137.2,4.0,4.3,27.22,25.88,7.39,10.23,7177991,7078.86,7420.0,European region,Eastern Europe,Upper-middle income
145,Bulgaria,2014,74.47,140.5,4.3,4.6,27.11,25.83,7.68,10.36,7223938,7912.27,7690.0,European region,Eastern Europe,Upper-middle income
146,Bulgaria,2013,74.86,134.7,4.5,5.1,27.01,25.77,7.14,10.7,7265115,7687.71,7600.0,European region,Eastern Europe,Upper-middle income
147,Bulgaria,2012,74.31,136.4,4.7,5.2,26.91,25.72,7.54,11.18,7305888,7430.74,7500.0,European region,Eastern Europe,Upper-middle income
148,Bulgaria,2011,74.16,140.7,4.9,5.5,26.81,25.67,7.1,11.41,7348328,7857.17,7270.0,European region,Eastern Europe,Upper-middle income
149,Bulgaria,2010,73.51,143.1,5.0,5.5,26.71,25.62,7.1,10.85,7395599,6863.67,7010.0,European region,Eastern Europe,Upper-middle income
150,Bulgaria,2009,73.41,146.5,5.2,5.9,26.62,25.56,6.6,9.04,7444443,6988.27,6680.0,European region,Eastern Europe,Upper-middle income
151,Bulgaria,2008,72.96,149.6,5.3,6.0,26.52,25.51,6.28,9.39,7492561,7271.3,6070.0,European region,Eastern Europe,Upper-middle income
152,Bulgaria,2007,72.66,152.7,5.3,6.5,26.42,25.46,6.16,9.11,7545338,5888.78,4820.0,European region,Eastern Europe,Upper-middle income
153,Bulgaria,2006,72.61,156.8,5.5,6.7,26.33,25.4,6.53,10.79,7601022,4523.15,4300.0,European region,Eastern Europe,Upper-middle income
154,Bulgaria,2005,72.56,156.9,5.8,7.0,26.24,25.35,6.89,11.17,7658972,3899.83,3800.0,European region,Eastern Europe,Upper-middle income
155,Bulgaria,2004,72.56,154.8,6.4,7.5,26.14,25.3,6.89,10.83,7716860,3389.69,3060.0,European region,Eastern Europe,Upper-middle income
156,Bulgaria,2003,72.07,153.9,6.7,8.0,26.05,25.25,7.2,11.33,7775327,2719.49,2370.0,European region,Eastern Europe,Upper-middle income
157,Bulgaria,2002,71.87,155.9,7.2,8.6,25.97,25.21,7.08,10.74,7837161,2092.98,1970.0,European region,Eastern Europe,Upper-middle income
158,Bulgaria,2001,71.77,158.5,7.5,9.2,25.88,25.17,6.86,9.47,8009142,1770.91,1770.0,European region,Eastern Europe,Upper-middle income
159,Bulgaria,2000,71.66,159.7,8.0,10.0,25.8,25.13,5.83,8.08,8170172,1621.26,1660.0,European region,Eastern Europe,Upper-middle income
160,China,2015,76.98,93.05,5.5,5.2,24.13,23.53,4.94,9.42,47119728,8016.45,7890.0,Asian region,East Asia,Upper-middle income
161,China,2014,76.72,94.86,6.0,5.5,23.98,23.46,4.78,9.66,46677947,7636.07,7470.0,Asian region,East Asia,Upper-middle income
162,China,2013,76.45,97.18,6.4,6.0,23.84,23.39,4.71,9.42,46237930,7020.39,6740.0,Asian region,East Asia,Upper-middle income
163,China,2012,76.19,100.2,6.9,6.3,23.7,23.31,4.57,9.04,45782417,6300.58,5910.0,Asian region,East Asia,Upper-middle income
164,China,2011,75.9,102.9,7.6,6.6,23.57,23.24,4.34,8.6,45308899,5614.39,5040.0,Asian region,East Asia,Upper-middle income
165,China,2010,75.6,105.9,8.2,7.1,23.45,23.16,4.23,8.75,44816108,4550.47,4340.0,Asian region,East Asia,Upper-middle income
166,China,2009,75.34,109.4,9.0,7.7,23.33,23.09,4.35,8.38,44313917,3832.23,3680.0,Asian region,East Asia,Upper-middle income
167,China,2008,74.87,115.9,10.1,7.9,23.22,23.01,3.9,7.71,43815313,3468.33,3100.0,Asian region,East Asia,Upper-middle income
168,China,2007,74.76,118.3,11.2,8.4,23.11,22.93,3.67,7.9,43306582,2693.96,2510.0,Asian region,East Asia,Upper-middle income
169,China,2006,74.5,122.6,12.5,9.1,23.0,22.85,3.95,7.56,42772910,2099.22,2060.0,Asian region,East Asia,Upper-middle income
170,China,2005,74.11,128.0,13.9,9.8,22.9,22.78,4.18,7.49,42220940,1753.41,1760.0,Asian region,East Asia,Upper-middle income
171,China,2004,73.75,131.5,15.4,10.8,22.81,22.72,4.29,7.27,41648268,1508.67,1510.0,Asian region,East Asia,Upper-middle income
172,China,2003,73.37,133.0,16.9,11.7,22.72,22.65,4.42,6.88,41057687,1288.64,1280.0,Asian region,East Asia,Upper-middle income
173,China,2002,72.98,135.0,18.3,13.0,22.64,22.59,4.38,6.03,40454050,1148.51,1110.0,Asian region,East Asia,Upper-middle income
174,China,2001,72.61,136.4,19.8,14.4,22.57,22.54,4.25,5.59,39837875,1053.11,1010.0,Asian region,East Asia,Upper-middle income
175,China,2000,71.88,139.0,21.3,15.8,22.5,22.49,4.51,6.09,39215135,959.36,940.0,Asian region,East Asia,Upper-middle income
176,Colombia,2015,76.26,91.23,8.4,7.1,25.88,26.69,7.52,17.04,730216,6228.65,7420.0,American region,South America,Upper-middle income
177,Colombia,2014,76.04,91.3,8.9,7.6,25.76,26.63,7.19,16.18,714612,8167.47,8280.0,American region,South America,Upper-middle income
178,Colombia,2013,75.83,94.72,9.0,7.8,25.65,26.56,7.02,16.34,699393,8263.64,8010.0,American region,South America,Upper-middle income
179,Colombia,2012,75.6,97.35,9.5,8.0,25.54,26.5,6.75,16.2,684553,8096.8,7340.0,American region,South America,Upper-middle income
180,Colombia,2011,75.32,99.71,9.9,8.4,25.42,26.43,6.78,16.48,670071,7392.94,6370.0,American region,South America,Upper-middle income
181,Colombia,2010,75.03,106.3,10.0,8.4,25.31,26.37,7.07,16.83,656024,6392.76,5690.0,American region,South America,Upper-middle income
182,Colombia,2009,74.74,109.4,10.5,8.9,25.2,26.31,7.31,17.04,642493,5245.95,5200.0,American region,South America,Upper-middle income
183,Colombia,2008,74.3,107.9,10.8,9.0,25.09,26.25,6.84,16.69,629470,5534.69,4770.0,American region,South America,Upper-middle income
184,Colombia,2007,73.84,109.5,11.1,9.4,24.97,26.19,6.49,16.28,616899,4762.08,4170.0,American region,South America,Upper-middle income
185,Colombia,2006,73.47,115.5,11.5,9.9,24.86,26.13,6.34,16.06,604658,3782.6,3540.0,American region,South America,Upper-middle income
186,Colombia,2005,73.08,117.8,11.8,9.8,24.75,26.07,6.07,16.83,592683,3448.54,3030.0,American region,South America,Upper-middle income
187,Colombia,2004,72.69,125.9,12.0,10.3,24.64,26.0,5.8,15.74,581154,2811.46,2650.0,American region,South America,Upper-middle income
