,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,income_class
516,Iran (Islamic Republic of),2011,73.68,95.38,11.5,6.9,25.12,26.94,6.1,12.04,12.49,76342971,8201.58,Upper-middle income
517,Iran (Islamic Republic of),2010,73.07,97.66,12.0,7.2,25.06,26.88,6.29,12.52,13.68,75373855,6458.57,Upper-middle income
518,Iran (Islamic Republic of),2009,72.7,100.1,12.5,7.6,25.0,26.81,6.11,12.38,12.11,74322685,5602.56,Upper-middle income
520,Iran (Islamic Republic of),2007,72.77,104.7,13.9,8.7,24.87,26.67,4.91,11.53,10.77,72319418,4838.0,Upper-middle income
521,Iran (Islamic Republic of),2006,72.28,106.8,14.4,9.4,24.81,26.6,5.16,9.61,11.52,71275760,3736.18,Upper-middle income
522,Iran (Islamic Republic of),2005,71.84,108.7,15.2,10.3,24.74,26.53,5.3,9.01,11.81,70182594,3226.61,Upper-middle income
523,Iran (Islamic Republic of),2004,71.37,110.6,15.9,11.2,24.68,26.45,5.13,10.16,10.3,69061674,2751.79,Upper-middle income
524,Iran (Islamic Republic of),2003,69.82,126.0,16.7,12.3,24.6,26.36,4.96,10.21,11.53,67954699,2259.52,Upper-middle income
525,Iran (Islamic Republic of),2002,70.44,112.9,17.2,13.4,24.53,26.27,4.65,9.57,12.8,67327117,1910.48,Upper-middle income
519,Iran (Islamic Republic of),2008,72.62,102.5,13.1,7.9,24.93,26.74,5.04,9.48,10.63,73318394,5623.91,Upper-middle income
543,Iraq,2000,66.82,182.0,24.4,19.7,26.24,28.12,,,8.1,24628858,1963.72,Upper-middle income
528,Iraq,2015,69.44,174.4,18.3,13.2,27.83,29.81,3.16,1.68,10.84,37757813,4416.94,Upper-middle income
529,Iraq,2014,68.91,186.8,18.6,13.5,27.71,29.69,2.79,2.37,10.59,36746488,6215.99,Upper-middle income
530,Iraq,2013,68.25,167.8,19.2,13.9,27.58,29.56,2.81,2.38,9.21,35481800,6612.9,Upper-middle income
532,Iraq,2011,67.66,160.7,20.3,14.7,27.34,29.31,2.8,4.8,8.19,32378061,5736.9,Upper-middle income
533,Iraq,2010,67.06,164.7,20.8,15.0,27.22,29.19,3.24,4.8,8.26,31264875,4430.43,Upper-middle income
534,Iraq,2009,66.45,170.8,21.4,15.8,27.11,29.07,3.77,4.91,8.41,30289040,3686.4,Upper-middle income
531,Iraq,2012,68.02,158.6,19.8,14.4,27.46,29.43,2.69,2.35,7.96,33864447,6437.5,Upper-middle income
536,Iraq,2007,63.55,216.9,22.0,16.1,26.89,28.84,3.21,4.42,8.65,28660887,3099.59,Upper-middle income
537,Iraq,2006,63.59,220.8,22.4,16.4,26.79,28.74,2.49,3.05,8.43,28905607,2253.79,Upper-middle income
538,Iraq,2005,64.84,203.3,22.8,17.0,26.69,28.63,3.02,3.2,8.6,28698684,1744.51,Upper-middle income
539,Iraq,2004,65.03,194.7,23.2,17.9,26.6,28.53,3.9,2.98,8.74,27858948,1314.97,Upper-middle income
540,Iraq,2003,65.64,195.8,23.5,17.8,26.51,28.43,3.0,3.13,8.96,27068823,809.85,Upper-middle income
541,Iraq,2002,67.08,174.8,23.7,18.8,26.42,28.33,,,8.64,26255343,1254.16,Upper-middle income
535,Iraq,2008,64.94,182.7,21.6,15.7,27.0,28.95,3.07,4.14,8.47,29218381,4504.51,Upper-middle income
542,Iraq,2001,67.03,177.6,24.0,19.2,26.33,28.22,,,8.29,25425663,1422.83,Upper-middle income
551,Israel,2008,80.95,69.09,2.4,2.3,27.12,26.84,6.83,9.95,7.7,7308800,30173.36,High income
544,Israel,2015,82.05,56.12,2.1,1.7,27.74,27.09,7.02,11.68,5.18,8380100,36206.52,High income
545,Israel,2014,82.15,67.01,2.1,1.7,27.66,27.06,7.05,11.42,5.79,8215700,38259.68,High income
546,Israel,2013,82.06,57.87,2.2,1.9,27.57,27.03,6.96,10.92,6.14,8059500,36941.84,High income
547,Israel,2012,81.7,58.12,2.2,1.9,27.49,27.0,6.98,10.83,6.76,7910500,33156.23,High income
548,Israel,2011,81.66,59.17,2.3,1.9,27.4,26.97,6.84,10.67,7.14,7765800,34354.72,High income
549,Israel,2010,81.6,59.35,2.4,2.1,27.31,26.93,6.89,10.67,8.48,7623600,31266.61,High income
550,Israel,2009,81.4,65.7,2.5,2.1,27.22,26.89,6.92,10.02,9.53,7485600,28317.04,High income
552,Israel,2007,80.5,68.68,2.4,2.5,27.02,26.8,6.7,9.92,9.38,7180100,25633.64,High income
554,Israel,2005,80.15,71.23,2.7,2.5,26.8,26.69,6.9,9.59,11.34,6930100,21223.94,High income
555,Israel,2004,80.15,73.06,2.8,2.7,26.69,26.63,6.8,9.6,13.03,6809000,20557.08,High income
556,Israel,2003,79.65,75.84,3.1,2.8,26.57,26.57,6.86,9.26,13.5,6689700,19627.18,High income
557,Israel,2002,79.45,83.51,3.3,2.8,26.46,26.5,6.92,8.7,12.89,6570000,19035.1,High income
558,Israel,2001,79.41,79.57,3.4,3.0,26.35,26.44,7.02,9.35,11.81,6439000,20909.43,High income
559,Israel,2000,78.95,79.62,3.5,3.2,26.24,26.36,6.62,9.43,11.1,6289000,21630.75,High income
553,Israel,2006,80.55,71.63,2.4,2.6,26.91,26.74,6.71,9.87,10.71,7053700,22494.64,High income
16,Japan,2015,83.79,53.59,0.8,1.9,23.66,21.85,10.75,23.15,3.38,127141000,34960.64,High income
17,Japan,2014,83.59,55.68,0.9,1.8,23.63,21.88,10.73,22.57,3.59,127276000,38475.4,High income
18,Japan,2013,83.33,57.39,0.9,1.9,23.6,21.91,10.67,22.22,4.04,127445000,40898.65,High income
19,Japan,2012,83.1,58.93,0.9,2.1,23.58,21.93,10.67,22.22,4.36,127629000,49145.28,High income
20,Japan,2011,82.59,63.29,1.0,2.4,23.54,21.95,10.49,21.69,4.55,127833000,48760.08,High income
21,Japan,2010,82.84,63.0,1.0,2.2,23.51,21.97,9.06,18.93,5.1,128070000,44968.16,High income
22,Japan,2009,82.93,63.92,1.1,2.2,23.47,21.98,8.96,18.06,5.07,128047000,41309.0,High income
25,Japan,2006,82.32,67.04,1.4,2.2,23.35,22.0,7.69,17.87,4.19,127854000,35991.55,High income
24,Japan,2007,82.51,65.8,1.2,2.2,23.39,22.0,7.78,18.23,3.89,128001000,35779.02,High income
26,Japan,2005,81.96,68.69,1.3,2.3,23.3,22.0,7.66,17.75,4.45,127773000,37812.9,High income
27,Japan,2004,82.03,68.73,1.4,2.3,23.25,22.0,7.54,17.2,4.73,127761000,38298.98,High income
28,Japan,2003,81.76,70.55,1.5,2.4,23.2,22.0,7.49,16.36,5.25,127718000,35387.04,High income
29,Japan,2002,81.69,70.48,1.6,2.5,23.15,22.01,7.35,16.06,5.39,127445000,32820.79,High income
31,Japan,2000,81.08,72.85,1.7,2.8,23.06,22.02,7.03,15.07,4.75,126843000,39169.36,High income
23,Japan,2008,82.59,64.74,1.2,2.1,23.43,21.99,8.09,18.1,4.0,128063000,39876.3,High income
30,Japan,2001,81.42,71.77,1.7,2.5,23.11,22.01,7.24,15.95,5.02,127149000,34406.18,High income
568,Jordan,2007,73.37,98.2,13.8,8.4,27.53,29.67,7.91,12.52,13.1,6473457,2643.17,Lower-middel income
566,Jordan,2009,73.8,88.36,13.0,7.8,27.74,29.76,9.22,17.92,12.9,6780493,3618.89,Lower-middel income
562,Jordan,2013,74.56,77.02,11.4,7.2,28.18,29.94,7.17,13.13,12.6,7694814,4477.62,Lower-middel income
563,Jordan,2012,74.37,79.79,12.0,7.4,28.07,29.89,7.82,13.67,12.2,7211863,4386.46,Lower-middel income
564,Jordan,2011,74.19,82.44,12.2,7.5,27.96,29.85,8.15,15.42,12.9,7109980,4152.49,Lower-middel income
565,Jordan,2010,74.0,85.3,12.5,7.7,27.85,29.8,8.17,17.02,12.5,6931258,3914.7,Lower-middel income
567,Jordan,2008,73.59,93.03,13.3,8.3,27.64,29.71,8.49,15.13,12.7,6632873,3416.12,Lower-middel income
561,Jordan,2014,74.79,74.27,11.2,7.0,28.29,29.99,7.21,13.06,11.9,8658026,4255.89,Lower-middel income
569,Jordan,2006,73.14,104.0,14.0,8.9,27.43,29.64,7.68,11.36,14.0,6075548,2478.29,Lower-middel income
571,Jordan,2004,72.77,111.4,15.1,9.4,27.24,29.57,8.75,9.4,14.62,5532423,2062.7,Lower-middel income
572,Jordan,2003,72.57,114.5,15.4,9.8,27.15,29.53,8.79,11.37,14.5,5396117,1889.44,Lower-middel income
573,Jordan,2002,72.36,117.1,16.0,10.2,27.05,29.48,9.28,13.38,15.3,5275532,1816.41,Lower-middel income
574,Jordan,2001,72.15,120.4,16.3,10.5,26.96,29.43,9.57,13.61,14.7,5163310,1738.38,Lower-middel income
575,Jordan,2000,71.92,122.4,16.7,10.9,26.86,29.37,9.34,12.69,13.7,5056174,1673.36,Lower-middel income
570,Jordan,2005,72.93,108.9,14.8,9.2,27.34,29.6,8.49,11.79,14.8,5678534,2216.95,Lower-middel income
560,Jordan,2015,75.01,71.41,10.8,6.8,28.4,30.04,7.46,12.22,13.08,9494246,4064.25,Lower-middel income
192,Kazakhstan,2015,71.97,177.6,5.5,6.4,26.39,26.63,3.04,8.39,4.93,17542806,10510.77,Upper-middle income
193,Kazakhstan,2014,71.44,185.0,6.4,6.9,26.3,26.6,2.97,10.03,5.06,17288285,12807.26,Upper-middle income
195,Kazakhstan,2012,69.52,212.1,8.6,7.6,26.12,26.53,3.04,9.45,5.29,16792090,12386.7,Upper-middle income
196,Kazakhstan,2011,68.69,219.5,9.9,8.0,26.03,26.5,2.6,8.68,5.39,16557202,11634.0,Upper-middle income
199,Kazakhstan,2008,67.11,251.9,12.1,11.7,25.78,26.42,3.05,8.37,6.63,15776938,8458.02,Upper-middle income
200,Kazakhstan,2007,66.34,280.4,12.8,12.9,25.7,26.39,2.7,7.56,7.26,15484192,6771.42,Upper-middle income
201,Kazakhstan,2006,66.15,287.4,14.2,13.7,25.62,26.37,3.4,11.69,7.79,15308085,5291.57,Upper-middle income
202,Kazakhstan,2005,65.86,289.2,15.3,14.6,25.54,26.35,3.9,11.51,8.13,15147029,3771.28,Upper-middle income
204,Kazakhstan,2003,65.74,284.3,18.0,16.6,25.4,26.3,3.72,9.56,8.78,14909019,2068.12,Upper-middle income
203,Kazakhstan,2004,66.06,285.5,16.6,15.6,25.47,26.32,3.98,10.91,8.4,15012984,2874.29,Upper-middle income
198,Kazakhstan,2009,68.39,228.4,11.4,10.4,25.86,26.44,3.5,11.32,6.55,16092822,7165.22,Upper-middle income
206,Kazakhstan,2001,65.76,280.9,20.0,20.3,25.27,26.25,3.47,8.41,10.43,14858335,1490.93,Upper-middle income
207,Kazakhstan,2000,65.45,280.7,20.9,22.5,25.21,26.22,4.16,9.25,12.75,14883626,1229.0,Upper-middle income
194,Kazakhstan,2013,70.62,197.8,7.3,7.1,26.21,26.56,2.66,9.32,5.2,17035551,13890.63,Upper-middle income
197,Kazakhstan,2010,68.45,230.5,10.8,9.1,25.95,26.47,2.74,8.21,5.77,16321872,9070.49,Upper-middle income
205,Kazakhstan,2002,65.95,277.6,18.9,18.5,25.34,26.28,3.61,9.42,9.33,14858948,1658.03,Upper-middle income
579,Kuwait,2012,78.81,64.24,5.2,4.8,28.76,30.48,2.33,5.02,2.23,3394663,51270.98,High income
576,Kuwait,2015,79.56,62.67,4.6,4.0,29.08,30.61,4.21,6.57,2.2,3908743,29315.19,High income
577,Kuwait,2014,79.44,59.57,4.7,4.3,28.98,30.57,2.92,5.57,2.9,3761584,43239.88,High income
578,Kuwait,2013,79.16,61.69,5.0,4.5,28.87,30.52,2.49,5.48,2.48,3646518,47762.86,High income
580,Kuwait,2011,78.46,62.6,5.4,4.7,28.65,30.43,2.33,5.05,2.06,3143825,48997.39,High income
589,Kuwait,2002,76.98,89.66,6.1,5.9,27.83,30.04,3.12,5.73,1.1,2047364,18626.77,High income
582,Kuwait,2009,77.44,79.27,5.6,5.1,28.44,30.35,2.71,5.23,1.64,2795550,37906.21,High income
583,Kuwait,2008,77.14,88.61,5.8,5.2,28.35,30.3,1.92,3.72,1.75,2650930,55595.48,High income
584,Kuwait,2007,77.02,82.53,5.9,5.4,28.26,30.26,1.93,4.9,1.5,2506769,45729.8,High income
585,Kuwait,2006,76.89,89.3,5.7,5.4,28.17,30.22,1.82,4.37,1.3,2363409,42970.7,High income
588,Kuwait,2003,76.98,82.27,6.0,5.8,27.91,30.09,2.76,5.73,1.3,2101506,22781.08,High income
587,Kuwait,2004,76.79,85.04,5.8,5.8,28.0,30.14,2.36,5.26,1.7,2153481,27601.4,High income
590,Kuwait,2001,76.89,84.08,6.3,6.2,27.74,29.99,3.19,5.86,0.8,1991674,17517.71,High income
581,Kuwait,2010,77.98,68.15,5.4,4.9,28.55,30.39,2.68,5.04,1.82,2943356,39212.47,High income
586,Kuwait,2005,76.9,88.72,5.8,5.6,28.08,30.18,2.01,5.46,1.46,2235403,36144.99,High income
591,Kuwait,2000,76.72,98.96,6.5,6.1,27.66,29.93,2.2,4.37,0.8,1934901,19493.89,High income
317,Lao People's Democratic Republic,2002,69.92,270.3,38.8,68.5,21.14,21.54,4.99,10.6,6.78,8795101,3085.52,Upper-middle income
319,Lao People's Democratic Republic,2000,69.42,286.5,40.0,72.6,20.94,21.31,4.88,11.77,6.43,8540791,2845.85,Upper-middle income
314,Lao People's Democratic Republic,2005,70.88,250.0,36.5,64.4,21.46,21.88,4.35,9.2,6.59,9164768,3903.82,Upper-middle income
313,Lao People's Democratic Republic,2006,71.17,244.4,35.8,59.6,21.58,22.0,3.99,8.67,5.66,9284168,4080.05,Upper-middle income
312,Lao People's Democratic Republic,2007,71.37,237.4,35.1,61.9,21.69,22.12,4.09,10.35,5.16,9402206,4676.08,Upper-middle income
311,Lao People's Democratic Republic,2008,71.66,231.6,34.2,50.1,21.81,22.24,4.56,11.6,4.76,9522948,5053.33,Upper-middle income
310,Lao People's Democratic Republic,2009,71.87,225.4,33.5,48.5,21.93,22.36,4.76,14.34,5.47,9648061,5002.15,Upper-middle income
309,Lao People's Democratic Republic,2010,72.09,218.6,32.8,47.0,22.05,22.48,4.92,15.93,5.21,9775755,5509.57,Upper-middle income
315,Lao People's Democratic Republic,2004,70.33,256.4,37.3,70.9,21.35,21.77,4.29,6.72,6.3,9043127,2468.44,Upper-middle income
318,Lao People's Democratic Republic,2001,69.64,280.1,39.4,69.0,21.04,21.42,4.88,10.83,7.26,8669040,2953.25,Upper-middle income
308,Lao People's Democratic Republic,2011,72.22,211.6,32.1,45.8,22.17,22.6,5.04,17.09,6.09,9903737,5859.38,Upper-middle income
304,Lao People's Democratic Republic,2015,72.95,193.5,29.6,38.0,22.67,23.09,4.72,14.2,7.6,10405832,6838.94,Upper-middle income
316,Lao People's Democratic Republic,2003,70.26,263.2,38.0,71.7,21.25,21.65,4.39,6.1,6.94,8919852,2399.5,Upper-middle income
306,Lao People's Democratic Republic,2013,72.71,202.5,30.7,41.2,22.42,22.85,4.92,15.7,7.35,10157051,6171.3,Upper-middle income
307,Lao People's Democratic Republic,2012,72.51,206.7,31.4,42.9,22.29,22.73,5.05,13.74,6.72,10030882,6049.47,Upper-middle income
305,Lao People's Democratic Republic,2014,72.87,197.3,30.1,39.9,22.54,22.97,4.8,14.48,6.72,10282115,6533.67,Upper-middle income
592,Lebanon,2015,79.23,79.56,4.7,3.2,28.01,27.58,7.42,12.66,9.27,6398940,7802.75,Upper-middle income
593,Lebanon,2014,78.97,82.31,5.0,3.2,27.9,27.51,7.52,12.39,8.8,6274342,7665.38,Upper-middle income
594,Lebanon,2013,78.76,82.01,5.2,3.5,27.79,27.45,7.07,10.79,8.42,5678851,8255.21,Upper-middle income
595,Lebanon,2012,78.63,81.17,5.5,3.3,27.68,27.38,7.0,10.08,7.91,5178337,8500.18,Upper-middle income
596,Lebanon,2011,78.4,81.0,5.8,3.7,27.57,27.31,8.18,12.4,7.33,5045056,7914.11,Upper-middle income
597,Lebanon,2010,78.16,81.2,6.0,3.7,27.46,27.25,7.44,10.29,6.77,4995800,7695.25,Upper-middle income
598,Lebanon,2009,77.89,81.99,6.3,4.2,27.35,27.19,7.01,8.34,6.36,4951135,7149.79,Upper-middle income
599,Lebanon,2008,77.58,84.31,6.6,4.6,27.24,27.12,7.82,8.96,7.66,4887613,5957.7,Upper-middle income
602,Lebanon,2005,76.27,85.04,8.4,6.4,26.94,26.95,7.55,9.23,8.25,4643044,4630.01,Upper-middle income
603,Lebanon,2004,75.98,84.71,9.0,6.7,26.84,26.89,8.0,8.92,7.85,4574797,4625.3,Upper-middle income
604,Lebanon,2003,75.59,86.98,9.7,7.1,26.74,26.83,8.67,8.07,8.05,4504807,4458.11,Upper-middle income
605,Lebanon,2002,75.06,88.47,10.4,7.4,26.64,26.77,9.28,8.29,8.22,4446666,4307.1,Upper-middle income
607,Lebanon,2000,73.93,97.04,11.9,8.3,26.45,26.63,10.83,7.54,8.59,4320642,3994.86,Upper-middle income
606,Lebanon,2001,74.36,92.12,11.0,7.9,26.55,26.7,10.56,8.87,8.46,4389200,4021.18,Upper-middle income
600,Lebanon,2007,77.08,83.39,7.0,5.1,27.14,27.06,8.56,9.98,8.98,4809608,5162.03,Upper-middle income
601,Lebanon,2006,76.08,93.05,7.7,5.8,27.04,27.01,8.66,9.83,8.67,4719864,4665.96,Upper-middle income
320,Malaysia,2015,75.09,140.0,4.0,3.6,25.29,26.18,3.82,8.23,3.1,31068833,9699.6,Upper-middle income
334,Malaysia,2001,73.34,136.3,4.8,4.7,23.74,24.42,2.68,4.79,3.53,23542517,3941.12,Upper-middle income
335,Malaysia,2000,72.78,142.4,5.2,5.0,23.61,24.29,2.51,4.58,3.0,22945150,4087.56,Upper-middle income
321,Malaysia,2014,75.15,133.1,3.7,3.5,25.19,26.06,3.71,7.82,2.88,30606459,11045.58,Upper-middle income
322,Malaysia,2013,75.04,131.5,3.7,3.5,25.08,25.93,3.51,6.82,3.16,30134807,10727.67,Upper-middle income
323,Malaysia,2012,74.94,130.3,3.7,3.5,24.97,25.81,3.46,6.54,3.1,29660212,10601.51,Upper-middle income
324,Malaysia,2011,74.75,132.8,3.8,3.6,24.87,25.68,3.31,6.52,3.05,29184133,10209.37,Upper-middle income
325,Malaysia,2010,74.44,134.1,3.9,3.6,24.76,25.55,3.16,6.31,3.39,28717731,8880.15,Upper-middle income
327,Malaysia,2008,74.25,131.2,4.0,3.7,24.55,25.31,3.01,5.93,3.32,27664296,8343.3,Upper-middle income
328,Malaysia,2007,74.21,127.9,4.2,3.7,24.44,25.18,3.07,6.28,3.23,27092604,7144.0,Upper-middle income
329,Malaysia,2006,74.16,129.3,4.2,3.8,24.33,25.06,3.11,6.55,3.32,26509413,6137.15,Upper-middle income
330,Malaysia,2005,74.1,130.8,4.2,3.8,24.21,24.94,2.79,5.55,3.53,25923536,5536.84,Upper-middle income
331,Malaysia,2004,73.9,132.4,4.4,4.0,24.1,24.81,2.86,5.63,3.54,25333247,4924.34,Upper-middle income
332,Malaysia,2003,73.8,134.2,4.6,4.2,23.98,24.69,2.92,5.41,3.61,24739411,4454.53,Upper-middle income
333,Malaysia,2002,73.56,132.3,4.6,4.3,23.86,24.56,2.67,5.04,3.48,24142445,4177.1,Upper-middle income
326,Malaysia,2009,74.23,134.0,3.9,3.7,24.65,25.43,3.26,5.87,3.66,28217204,7167.88,Upper-middle income
130,Maldives,2013,79.06,79.01,5.5,4.1,24.37,26.12,8.16,15.93,8.3,400728,8222.56,Upper-middle income
131,Maldives,2012,78.68,82.32,6.0,4.5,24.21,25.97,8.67,14.14,9.14,387539,7447.42,Upper-middle income
132,Maldives,2011,78.12,85.4,6.8,5.0,24.05,25.82,7.92,11.76,10.01,374440,7409.33,Upper-middle income
133,Maldives,2010,77.66,87.11,7.2,5.3,23.89,25.67,8.49,13.54,10.85,361575,7158.06,Upper-middle income
134,Maldives,2009,77.07,89.41,8.2,5.8,23.73,25.51,10.09,15.74,11.7,349037,6719.33,Upper-middle income
135,Maldives,2008,76.54,91.5,9.3,6.3,23.58,25.36,11.47,17.99,10.52,336883,6743.13,Upper-middle income
138,Maldives,2005,74.75,106.9,13.3,9.2,23.13,24.93,8.83,7.65,7.39,307018,3789.23,Upper-middle income
137,Maldives,2006,75.13,99.2,11.8,7.6,23.28,25.07,8.05,8.45,8.48,314401,5010.16,Upper-middle income
139,Maldives,2004,73.54,122.7,15.6,12.9,22.99,24.79,7.48,9.6,6.26,302135,4060.53,Upper-middle income
140,Maldives,2003,74.06,126.7,17.7,12.0,22.85,24.65,6.78,8.14,5.2,297226,3539.8,Upper-middle income
141,Maldives,2002,73.29,134.9,20.4,16.9,22.72,24.52,8.78,8.62,4.14,292284,3069.04,Upper-middle income
143,Maldives,2000,70.88,149.2,25.3,19.6,22.48,24.26,7.74,8.83,1.97,282507,2209.99,Upper-middle income
136,Maldives,2007,75.69,95.32,10.3,6.8,23.43,25.22,8.31,11.25,9.54,325126,5746.64,Upper-middle income
142,Maldives,2001,72.18,143.7,23.1,16.2,22.6,24.39,8.21,9.03,3.06,287324,3028.05,Upper-middle income
129,Maldives,2014,79.42,75.77,5.3,4.0,24.52,26.27,7.91,16.86,7.46,416738,8872.13,Upper-middle income
128,Maldives,2015,79.69,73.52,5.1,3.7,24.68,26.41,8.73,18.45,6.61,435582,9480.43,Upper-middle income
45,Mongolia,2002,63.52,270.9,22.6,31.4,24.12,25.14,5.19,10.05,6.2,2494617,559.83,Lower-middel income
44,Mongolia,2003,64.21,273.4,21.5,27.3,24.22,25.24,4.1,8.28,6.77,2516454,633.95,Lower-middel income
43,Mongolia,2004,64.8,275.2,20.7,23.5,24.34,25.35,4.16,8.35,6.85,2537949,784.91,Lower-middel income
42,Mongolia,2005,64.88,271.3,19.7,20.5,24.46,25.46,3.76,9.05,7.02,2559255,986.02,Lower-middel income
41,Mongolia,2006,65.51,266.2,19.0,17.4,24.59,25.57,3.75,9.51,7.19,2581242,1322.64,Lower-middel income
40,Mongolia,2007,65.97,259.0,17.7,15.3,24.73,25.69,4.08,8.16,7.2,2605643,1625.32,Lower-middel income
46,Mongolia,2001,63.28,271.1,23.5,36.2,24.03,25.04,5.05,9.95,6.11,2472601,512.82,Lower-middel income
39,Mongolia,2008,66.38,248.2,16.3,13.7,24.87,25.81,4.56,8.55,5.56,2633887,2134.95,Lower-middel income
36,Mongolia,2011,67.44,250.4,12.7,10.4,25.31,26.18,3.59,5.62,4.77,2743938,3793.74,Lower-middel income
35,Mongolia,2012,68.11,242.1,11.8,9.8,25.46,26.3,3.86,6.5,3.9,2792349,4402.3,Lower-middel income
34,Mongolia,2013,68.58,231.9,11.0,9.3,25.61,26.42,4.09,7.11,4.23,2845153,4422.3,Lower-middel income
33,Mongolia,2014,69.05,223.9,10.6,8.9,25.76,26.54,4.21,7.49,4.8,2902823,4211.94,Lower-middel income
32,Mongolia,2015,69.5,218.8,9.9,9.1,25.91,26.66,4.23,7.73,4.86,2964749,3919.35,Lower-middel income
47,Mongolia,2000,62.88,273.2,24.5,40.5,23.94,24.95,5.7,12.25,5.98,2450979,463.85,Lower-middel income
37,Mongolia,2010,67.18,249.3,13.8,11.2,25.17,26.05,3.74,7.74,6.55,2702520,2660.29,Lower-middel income
38,Mongolia,2009,66.77,248.4,14.8,12.4,25.02,25.93,4.46,8.75,5.86,2666713,1718.91,Lower-middel income
351,Myanmar,2000,60.16,293.2,37.9,49.3,20.95,21.81,2.0,1.36,0.73,45538332,195.55,Lower-middel income
342,Myanmar,2009,63.16,240.1,29.5,38.1,21.66,22.53,2.16,1.44,0.7,49015836,752.94,Lower-middel income
344,Myanmar,2007,62.37,254.4,31.0,43.0,21.49,22.36,2.02,1.43,0.67,48445647,416.6,Lower-middel income
343,Myanmar,2008,56.51,295.6,30.4,61.2,21.57,22.45,2.11,1.32,0.68,48729486,653.87,Lower-middel income
347,Myanmar,2004,61.25,275.2,33.9,46.5,21.25,22.13,2.32,1.92,0.68,47338446,223.23,Lower-middel income
348,Myanmar,2003,60.98,279.2,34.6,47.0,21.17,22.05,2.38,1.88,0.68,46924293,223.06,Lower-middel income
341,Myanmar,2010,63.33,232.0,28.6,36.4,21.74,22.62,1.96,1.35,0.71,49390988,1003.03,Lower-middel income
340,Myanmar,2011,63.9,225.0,27.9,35.1,21.83,22.71,1.93,1.65,0.72,49794522,1204.5,Lower-middel income
339,Myanmar,2012,64.14,217.1,27.2,33.3,21.93,22.8,2.41,2.32,0.74,50218185,1193.55,Lower-middel income
338,Myanmar,2013,64.82,209.6,26.6,31.0,22.02,22.9,3.2,2.71,0.75,50648334,1189.96,Lower-middel income
337,Myanmar,2014,65.06,201.9,25.8,28.8,22.12,22.99,4.39,4.47,0.75,51072436,1283.11,Lower-middel income
336,Myanmar,2015,65.56,197.1,25.3,27.1,22.22,23.08,5.48,4.98,0.77,51483949,1157.78,Lower-middel income
350,Myanmar,2001,60.42,288.7,36.8,51.0,21.02,21.89,2.15,1.41,0.7,46014826,140.78,Lower-middel income
345,Myanmar,2006,61.89,262.2,31.9,44.0,21.41,22.28,2.25,1.91,0.67,48088274,301.58,Lower-middel income
349,Myanmar,2002,60.72,284.2,35.7,48.4,21.1,21.97,2.58,2.6,0.68,46480230,145.82,Lower-middel income
346,Myanmar,2005,61.6,268.7,33.0,44.7,21.33,22.2,2.33,1.29,0.67,47724471,251.17,Lower-middel income
146,Nepal,2013,67.96,160.8,24.5,16.1,22.32,22.14,4.63,4.88,10.67,27381555,809.38,Low income
158,Nepal,2001,63.34,181.6,39.1,42.0,21.19,20.48,3.81,4.53,10.62,24956071,240.71,Low income
157,Nepal,2002,63.26,183.0,37.5,38.6,21.29,20.63,3.94,6.1,10.66,25332178,238.86,Low income
156,Nepal,2003,64.2,172.3,36.2,40.1,21.38,20.77,3.86,5.52,10.68,25682908,246.49,Low income
155,Nepal,2004,64.82,171.6,34.9,38.8,21.48,20.91,4.05,5.48,10.68,26003965,279.72,Low income
154,Nepal,2005,65.46,167.1,33.6,29.6,21.57,21.04,3.95,6.25,10.65,26285110,309.31,Low income
153,Nepal,2006,65.87,164.7,32.4,26.5,21.65,21.18,3.54,7.58,10.66,26518971,341.03,Low income
152,Nepal,2007,66.33,163.9,31.2,25.2,21.74,21.32,3.67,5.18,10.67,26713655,386.53,Low income
151,Nepal,2008,66.42,163.6,30.0,23.9,21.83,21.45,3.82,5.31,10.65,26881544,466.69,Low income
150,Nepal,2009,66.76,163.1,28.6,21.8,21.92,21.59,3.9,4.69,10.64,27026941,475.64,Low income
149,Nepal,2010,66.81,162.6,27.5,20.6,22.02,21.72,4.36,4.81,10.63,27161567,589.17,Low income
145,Nepal,2014,68.08,159.1,23.6,14.9,22.42,22.27,5.08,5.27,10.65,27462106,827.74,Low income
159,Nepal,2000,62.61,189.5,40.5,42.4,21.09,20.34,3.13,4.25,10.62,24559500,223.71,Low income
148,Nepal,2011,67.31,162.9,26.5,19.8,22.11,21.86,4.45,4.87,10.65,27266399,791.23,Low income
144,Nepal,2015,67.46,164.2,22.6,14.1,22.52,22.41,5.47,5.15,10.66,27610325,882.31,Low income
147,Nepal,2012,67.47,162.0,25.5,19.1,22.21,22.0,4.49,4.69,10.65,27330694,794.09,Low income
623,Oman,2000,73.47,157.2,7.3,9.5,25.19,26.14,2.68,7.03,4.4,2344253,8321.39,High income
622,Oman,2001,73.81,153.6,6.8,8.9,25.27,26.16,2.7,6.66,4.34,2374653,8191.51,High income
621,Oman,2002,73.87,152.4,6.3,8.2,25.34,26.17,2.78,6.79,4.37,2403659,8380.04,High income
620,Oman,2003,74.14,149.9,6.0,7.7,25.4,26.18,2.78,6.77,4.65,2431600,8896.9,High income
