,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,gni
137,Trinidad and Tobago,2006,71.26,169.6,20.9,11.3,25.9,27.62,4.15,5.9,6.27,1376919,13340.92,13320.0
136,Trinidad and Tobago,2007,71.65,168.6,21.0,11.5,25.98,27.74,4.15,7.45,5.54,1384861,15627.29,15060.0
135,Trinidad and Tobago,2008,71.47,174.8,20.8,11.4,26.07,27.86,3.66,6.55,4.63,1392803,20011.15,17420.0
134,Trinidad and Tobago,2009,73.13,165.6,20.5,11.1,26.16,27.99,5.49,7.05,5.28,1401191,13682.76,16330.0
133,Trinidad and Tobago,2010,72.72,159.1,20.1,11.1,26.25,28.11,5.08,8.04,4.03,1410296,15711.56,16590.0
132,Trinidad and Tobago,2011,73.28,152.6,19.6,10.8,26.34,28.24,4.72,8.01,3.42,1420020,17910.32,15060.0
131,Trinidad and Tobago,2012,73.72,146.5,19.1,11.0,26.42,28.36,4.63,7.66,3.72,1430377,19110.05,18090.0
130,Trinidad and Tobago,2013,73.96,150.5,18.6,10.6,26.51,28.49,4.8,7.89,2.68,1440729,19927.4,20260.0
129,Trinidad and Tobago,2014,74.22,152.2,18.2,10.4,26.6,28.62,4.87,7.47,2.48,1450661,20473.4,20800.0
128,Trinidad and Tobago,2015,74.5,152.9,17.6,10.2,26.69,28.75,5.65,8.31,2.43,1460177,18508.77,20740.0
141,Trinidad and Tobago,2002,70.49,182.8,21.2,11.4,25.53,27.11,4.72,8.05,10.39,1345964,6692.8,6480.0
142,Trinidad and Tobago,2001,69.65,192.3,21.0,11.9,25.43,26.98,4.03,7.02,10.88,1338567,6592.78,5830.0
143,Trinidad and Tobago,2000,69.1,193.8,21.0,11.5,25.33,26.84,4.23,6.79,12.1,1332203,6120.94,5180.0
192,United States of America,2015,78.69,106.6,3.8,2.8,28.97,29.0,16.49,22.32,5.28,320738994,57040.21,56510.0
206,United States of America,2001,76.84,116.1,4.6,3.6,27.89,27.71,13.17,16.76,4.73,284968955,37133.62,36710.0
205,United States of America,2002,76.94,115.0,4.6,3.5,28.0,27.84,14.0,17.22,5.78,287625193,37997.74,37320.0
204,United States of America,2003,77.04,114.5,4.4,3.5,28.12,27.95,14.51,17.51,5.99,290107933,39490.3,39770.0
203,United States of America,2004,77.49,112.0,4.4,3.2,28.23,28.06,14.55,17.93,5.53,292805298,41724.64,43520.0
202,United States of America,2005,77.49,113.0,4.3,3.3,28.33,28.16,14.58,17.94,5.08,295516599,44123.4,46190.0
201,United States of America,2006,77.69,112.7,4.4,3.2,28.43,28.26,14.71,18.57,4.62,298379912,46301.99,47850.0
200,United States of America,2007,77.99,110.1,4.4,3.2,28.52,28.36,14.92,18.5,4.62,301231207,48050.23,48530.0
207,United States of America,2000,76.64,115.1,4.5,3.7,27.76,27.58,12.49,16.16,3.99,282162411,36329.97,35960.0
198,United States of America,2009,78.39,107.5,4.1,3.1,28.68,28.54,16.2,18.19,9.25,306771529,47194.95,47910.0
197,United States of America,2010,78.54,104.2,3.9,3.3,28.74,28.62,16.2,18.39,9.63,309327143,48650.66,49190.0
196,United States of America,2011,78.64,104.5,3.9,3.1,28.8,28.7,16.14,18.85,8.95,311583481,50065.98,50670.0
195,United States of America,2012,78.74,104.3,3.9,3.0,28.85,28.77,16.12,19.63,8.07,313877662,51784.41,52690.0
194,United States of America,2013,78.74,104.2,3.9,3.0,28.89,28.85,15.99,20.36,7.38,316059947,53409.75,53860.0
193,United States of America,2014,78.84,105.0,3.9,2.9,28.93,28.92,16.2,21.48,6.17,318386329,55304.32,55670.0
199,United States of America,2008,78.04,108.7,4.3,3.1,28.61,28.45,15.21,18.2,5.78,304093966,48570.06,49110.0
368,Uruguay,2015,77.48,115.1,4.9,4.0,27.4,27.47,8.29,19.92,7.49,3402818,16950.75,17070.0
369,Uruguay,2014,77.37,115.0,4.9,4.1,27.28,27.38,8.07,18.82,6.55,3391662,18131.58,17140.0
370,Uruguay,2013,77.24,117.8,4.8,4.6,27.15,27.29,8.12,18.63,6.44,3381180,18140.89,16480.0
371,Uruguay,2012,77.11,118.7,4.9,5.1,27.02,27.2,8.07,18.64,6.45,3371133,16087.25,14230.0
372,Uruguay,2011,76.98,117.7,4.9,5.3,26.9,27.11,7.95,18.49,6.31,3361637,14975.56,12730.0
373,Uruguay,2010,76.86,118.8,4.8,5.9,26.78,27.02,7.91,17.25,7.16,3352651,12512.59,10930.0
374,Uruguay,2009,76.74,119.0,5.1,6.3,26.65,26.94,7.95,17.27,7.74,3344156,9780.74,9140.0
377,Uruguay,2006,76.36,119.1,6.3,7.2,26.31,26.7,7.74,13.71,10.84,3322282,5942.13,5470.0
376,Uruguay,2007,76.5,125.0,5.7,7.0,26.42,26.78,7.49,13.54,9.4,3328651,7149.37,6510.0
378,Uruguay,2005,76.19,125.6,7.0,7.4,26.2,26.63,7.76,13.28,12.01,3317665,5233.46,4770.0
379,Uruguay,2004,76.01,125.9,7.4,7.9,26.09,26.56,8.3,16.25,12.98,3313801,4130.1,4180.0
380,Uruguay,2003,75.78,126.5,7.7,8.3,25.99,26.49,9.62,18.08,16.66,3310202,3638.94,4300.0
381,Uruguay,2002,75.54,129.6,7.9,8.2,25.9,26.42,9.68,16.74,16.65,3306441,4115.15,5210.0
383,Uruguay,2000,75.03,134.5,8.2,8.7,25.71,26.28,9.21,14.34,12.63,3292224,6932.48,7180.0
375,Uruguay,2008,76.62,119.6,5.4,6.7,26.54,26.86,8.13,17.33,8.03,3336126,9328.07,7930.0
382,Uruguay,2001,75.28,127.9,8.1,8.4,25.8,26.35,9.8,15.75,15.05,3300939,6331.16,6610.0
